10000 132877
0 5584
0 9028
0 8453
0 7472
0 6650
0 8924
0 8600
0 1936
0 1249
0 375
0 3933
0 1614
0 6586
0 2898
0 5073
0 2935
0 904
0 1367
0 6981
0 32
0 3276
0 6171
0 4553
0 7275
0 3647
0 9118
0 2609
0 9831
0 5723
1 9131
1 4814
1 2542
1 876
1 9362
1 5133
1 90
1 6683
1 9553
1 9383
1 4490
1 5980
1 5365
1 6699
1 1051
1 168
1 8513
1 135
1 857
1 97
1 4399
1 1351
1 5914
1 2976
1 3402
1 4191
1 4485
1 2963
1 3971
1 6405
1 1182
1 5986
1 3084
1 1270
1 7091
2 3043
2 1237
2 9786
2 3007
2 3380
2 362
2 7493
2 6144
2 173
2 3742
2 1301
2 3430
2 6581
2 1116
2 9296
2 4992
2 3367
2 5048
2 6069
2 3255
2 3662
2 7753
2 3465
2 8362
2 7399
2 9084
2 5017
2 1168
2 7571
2 9982
2 6368
2 9096
2 9702
2 1334
3 9697
3 1934
3 7379
3 3213
3 7004
3 6650
3 8883
3 6394
3 2863
3 6772
3 243
3 6557
3 3014
3 1457
3 5299
3 2886
3 1072
3 2919
3 139
3 6632
3 7172
3 6993
3 8974
3 2702
3 7835
4 6524
4 4876
4 8663
4 879
4 2732
4 13
4 7198
4 8154
4 1602
4 9516
4 5814
4 1711
4 8784
4 565
4 653
4 3342
4 3912
4 4875
4 5380
4 795
4 1170
4 6773
4 4949
4 8632
4 2202
4 4288
4 946
4 1863
4 3556
5 9519
5 1621
5 478
5 6028
5 7050
5 7958
5 9341
5 5150
5 5315
5 4940
5 5700
5 9158
5 9487
5 9741
5 5445
5 1555
5 7555
5 724
5 7324
5 4718
5 5689
5 345
5 1013
6 1034
6 7469
6 4124
6 1556
6 1641
6 7237
6 5512
6 5977
6 1722
6 9200
6 154
6 1155
6 7646
6 9827
6 461
6 657
6 6135
6 2530
6 596
6 2457
6 8346
6 8495
6 5451
6 6092
6 1097
6 6402
7 8806
7 2273
7 5424
7 4359
7 1799
7 591
7 1788
7 2113
7 5261
7 4691
7 7008
7 9868
7 5635
7 8140
7 5550
7 7930
7 4192
7 6316
7 2668
7 1728
7 4497
8 44
8 6626
8 587
8 2293
8 4062
8 6477
8 1711
8 5694
8 6123
8 4048
8 3070
8 8196
8 1098
8 1203
8 18
8 4510
8 9996
8 8897
8 276
8 2371
8 7072
8 3559
8 9678
8 6434
8 4740
8 3042
8 1435
8 7319
8 3782
8 4696
8 5476
8 5396
8 2803
9 3867
9 4667
9 2471
9 7860
9 9299
9 3186
9 8553
9 940
9 5719
9 201
9 7837
9 4208
9 2199
9 7874
9 5762
9 9648
9 9221
9 1511
9 3003
9 1432
9 6408
9 3576
9 8669
9 8763
9 2410
9 6438
9 4442
9 4153
9 8716
10 7389
10 4291
10 2477
10 7561
10 4154
10 7174
10 2517
10 2950
10 9937
10 100
10 2187
10 2527
10 8169
10 5102
10 7824
10 5434
10 7521
10 9576
10 9095
10 4698
10 4645
10 3442
10 7250
10 1928
10 7523
10 5897
10 3744
10 3973
10 1851
10 6978
10 5806
