1,16066.5
2,949.322
3,18472.4
4,2702.25
5,161.232
6,210.145

6,23563.5
1,98975
2,4460.24
3,101217
4,16514.2
2,4362.2
5,851.805
6,1298.44
2,1004.76
5,154.586
5,140.722
1,2955.12
2,130.408
3,3102.42
4,912.861
5,41.916
6,108.165
1,3160.1
2,120.741
3,3286.77
4,1018.73
5,47.2106
6,53.7781
1,3201.08
2,125.641
3,3247.45
4,1017.03
5,42.4679
6,53.7104
8,225.497
9,113.543
1,0.00191
2,0.000265
3,0.019243
4,1.65114
5,0.498511
6,0.481274
1,2845.7
2,128.638
3,2880.69
4,379.733
5,19.287
6,82.9181
8,29.0756
9,33.4554
1,6353.32
2,227.047
3,6245.69
4,655.653
5,29.0734
6,274.428
8,390.217
8,74.9284
9,89.2211
8,146.692
8,150.872
8,2540.69
8,9368.87
9,4703.49
8,9587.82
8,1817.58
7,790.168
8,123.768
9,210.435
7,1422.92
8,198.34
9,426.425
7,1800.33
8,284.035
9,655.489
7,2427.35
8,390.304
9,897.339
7,3222.99
8,519.222
9,1135.94
7,3874.87
8,621.879
9,1372.36
7,4425.99
8,718.59
9,1647.4
7,794.932
8,123.018
9,205.178
7,1357.32
8,202.459
9,424.568
7,1843
8,290.682
9,654.392
7,2443.02
8,396.255
9,894.358
7,3273.63
8,513.5
9,1130.48
7,3886.48
8,613.003
9,1370.09
7,4472.32
8,723.362
9,1628.84
7,5148.6
8,822.669
9,1871.7
7,5988.14
8,997.257
9,2211.04
7,9210.55
8,1108.33
9,2406.39
7,3939.8
8,591.759
9,1201.25
7,7697.79
8,957.347
9,1982.83
7,9667.85
8,1354.89
9,2810.29
7,12040.3
8,1658.7
9,2969.39
7,15469.6
8,1985.18
9,3598.82
7,18212.5
8,2357.18
9,4265.32
7,20790.2
8,2703.56
9,4917.34
7,23885.8
8,3097.87
9,5578.33
7,26974.5
8,3450.75
9,6243.95
7,29688.6
8,3796.42
9,6885.96
7,60185.8
8,3733.95
9,3584.63
7,32039
8,2703.35
9,3582.9
7,22491.4
8,2199.4
9,3583.98
7,17697.9
8,2016.3
9,3584.68
7,18275.4
8,2093.94
9,3923.76
7,20485.2
8,2261.69
9,3849.68
8,17587.3
8,12938.7
8,10040.9
8,8918.48
8,6269.27
8,7797.06
4,364874
7,60194.8
8,3734.04
9,3583.79
7,32049.4
8,2708.12
9,3588.21
7,19199.4
8,2198.66
9,3578.04
7,18138.5
8,2009.41
9,3580.68
7,16400.3
8,1975.98
9,3579
7,17108.7
8,2009.85
9,3580.6
7,60241.4
7,32100.7
7,25128.3
7,20960.4
7,18011.1
7,18206.1
8,539.952
9,490.68
8,433.047
9,488.976
8,365.474
9,513.872
8,338.096
9,489.737
8,336.488
9,517.338
8,347.178
9,488.619
7,165.837
8,27.561
9,39.0315
7,253.113
8,42.5577
9,71.6563
7,333.785
8,57.3379
9,111.749
7,463.97
8,76.3525
9,146.698
7,627.48
8,99.4649
9,185.219
7,714.431
8,117.181
9,222.942
7,801.344
8,135.406
9,265.9
7,974.869
8,154.136
9,307.13
7,1245.33
8,173.741
9,347.171
7,1225.36
8,193.59
9,388.242
7,652.356
8,96.2055
9,184.411
7,958.923
8,160.324
9,289.811
7,1348.58
8,223.288
9,389.141
7,1718.65
8,283.349
9,436.281
7,2127.12
8,341.553
9,487.881
5,1639.57
7,163.267
8,24.904
9,34.551
7,265.591
8,44.6737
9,69.5611
7,334.279
8,57.224
9,106.006
7,458.169
8,78.3489
9,145.898
7,649.094
8,101.754
9,184.632
7,740.174
8,115.733
9,224.497
7,169.562
8,27.9717
9,33.5559
7,254.334
8,56.0022
9,71.7473
5,17.0976
5,62.1972
5,206.408
5,454.372
5,810.599
5,1383.45
5,2320.78
5,17.6129
7,181.268
8,26.0735
9,33.983
5,61.8606
7,276.271
8,42.1108
9,70.4065
5,209.408
7,346.685
8,57.8089
9,106.203
5,451.513
7,471.157
8,75.2051
9,146.131
5,804.787
7,623.489
8,97.2425
9,184.711
5,1450.77
7,709.973
8,115.39
9,224.834
5,2294.43
7,805.532
8,136.185
9,267.183
5,3666.28
7,986.266
8,154.946
9,307.875
5,5495.86
7,1108.57
8,174.258
9,346.339
5,10345.8
7,1667.53
8,274.905
9,447.995
5,862.577
7,912.311
8,151.097
9,248.694
5,1321.96
7,1425.64
8,224.437
9,339.524
5,1343.08
7,1857.97
8,291.149
9,436.634
5,1491.6
7,2332.01
8,350.035
9,456.565
5,1642.27
7,2590.57
8,414.65
9,523.682
5,1842.64
7,3155.76
8,488.271
9,598.895
5,2009.38
7,3040.09
8,553.046
9,667.334
5,2375.97
7,4209.05
8,587.712
9,758.886
5,2820.61
